Current Team,Last_Name,First_Name,No,Position,Pos_OVR,Pos_Prime,Pos_Second,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,City,State_Province,Country,Captaincy,Shoots
Miami,Davenport,Jason,,D,D,D,,,"6'2""",190.0,2006,"Shelby Township, MI, USA",74.0,,,,,,Shelby Township,MI,USA,,R
Miami,Donato,Nick,3,D,D,D,,,"6'0""",185.0,2002,"Lake Forest, IL, USA",72.0,,,,,,Lake Forest,IL,USA,,R
Miami,Feenstra,Michael,4,D,D,D,,,"6'3""",194.0,2001,"Grand Haven, MI, USA",75.0,,,,,,Grand Haven,MI,USA,,L
Miami,Lalonde,Owen,,D,D,D,,,"6'1""",187.0,2000,"Windsor, ON, CAN",73.0,,,,,,Windsor,ON,CAN,,R
Miami,Lukashevich,Vladislav,,D,D,D,,,"6'1""",187.0,2003,"Magadan, RUS",73.0,,,,,,Magadan,,RUS,,L
Miami,McEwen,Shaun,,D,D,D,,,"6'0""",192.0,2004,"Hadley, MA, USA",72.0,,,,,,Hadley,MA,USA,,L
Miami,Michaud,Charlie,,D,D,D,,,"6'0""",196.0,2006,"Denver, CO, USA",72.0,,,,,,Denver,CO,USA,,L
Miami,Phelan,Michael,,D,D,D,,,"6'0""",176.0,2006,"Hinsdale, IL, USA",72.0,,,,,,Hinsdale,IL,USA,,R
Miami,Quinn,Michael,7,D,D,D,,,"5'11""",176.0,2003,"St. Louis, MO, USA",71.0,,,,,,St. Louis,MO,USA,,R
Miami,Thompson,Ryder,,D,D,D,,,"5'11""",183.0,2004,"Russell, MB, CAN",71.0,,,,,,Russell,MB,CAN,,L
Miami,Vukas,Branko,,D,D,D,,,"6'4""",214.0,2005,"Dyer, IN, USA",76.0,,,,,,Dyer,IN,USA,,R
Miami,Blanchard,Charles,,C,F,C,,,"6'0""",192.0,2005,"West Hartford, CT, USA",72.0,,,,,,West Hartford,CT,USA,,R
Miami,Delic,Kocha,,C,F,C,,,"5'11""",198.0,2004,"Ottawa, ON, CAN",71.0,,,,,,Ottawa,ON,CAN,,L
Miami,Deputy,David,,F,F,F,,,"5'9""",185.0,2004,"Gurnee, IL, USA",69.0,,,,,,Gurnee,IL,USA,,R
Miami,Emmons,John,8,C,F,C,LW,,"6'0""",185.0,2004,"Washington, MI, USA",72.0,,,,,,Washington,MI,USA,,L
Miami,Giampa,Matteo,,RW,F,RW,,,"6'0""",176.0,2003,"Virgil, ON, CAN",72.0,,,,,,Virgil,ON,CAN,,R
Miami,Grimes,Doug,,RW,F,RW,,,"6'3""",201.0,2002,"Brookline, MA, USA",75.0,,,,,,Brookline,MA,USA,,R
Miami,Grosek,David,81,C,F,C,LW,,"5'11""",187.0,2003,"Queens, NY, USA",71.0,,,,,,Queens,NY,USA,,L
Miami,Hallén,William,11,C,F,C,LW,,"6'2""",201.0,2002,"Göteborg, SWE",74.0,,,,,,Göteborg,,SWE,,L
Miami,Hay,Ethan,,C,F,C,,,"6'1""",194.0,2005,"Waterloo, ON, CAN",73.0,,,,,,Waterloo,ON,CAN,,L
Miami,Helgeson,Max,,F,F,F,,,"6'1""",185.0,2000,"Anchorage, AK, USA",73.0,,,,,,Anchorage,AK,USA,,R
Miami,Mesenburg,Blake,26,C,F,C,LW,,"5'10""",176.0,2002,"Orono, MN, USA",70.0,,,,,,Orono,MN,USA,A,L
Miami,Mikan,Nicholas,,RW,F,RW,,,"6'4""",229.0,2004,"Edina, MN, USA",76.0,,,,,,Edina,MN,USA,,R
Miami,Morrison,Brayden,23,C,F,C,LW,,"6'0""",172.0,2002,"Calgary, AB, CAN",72.0,,,,,,Calgary,AB,CAN,,L
Miami,Nässén,Casper,33,RW,F,RW,LW,,"6'4""",214.0,2004,"Norrtälje, SWE",76.0,,,,,,Norrtälje,,SWE,,R
Miami,Seelinger,Ryan,,F,F,F,,,"5'11""",179.0,2005,"Downers Grove, IL, USA",71.0,,,,,,Downers Grove,IL,USA,,R
Miami,Smith,Ryan,,RW,F,RW,,,"5'9""",179.0,2005,"Pendleton, NY, USA",69.0,,,,,,Pendleton,NY,USA,,R
Miami,Stupka,Justin,,F,F,F,,,"6'2""",214.0,2005,"Pittsburgh, PA, USA",74.0,,,,,,Pittsburgh,PA,USA,,R
Miami,Walker,Bradley,,F,F,F,,,"6'1""",194.0,2004,"Orono, MN, USA",73.0,,,,,,Orono,MN,USA,,R
Michigan,Ivankovic,Jack,,G,G,G,,,"6'0""",179.0,2007,"Mississauga, ON, CAN",72.0,,,,,,Mississauga,ON,CAN,,L
Michigan,Molinaro,Julian,,G,G,G,,,"5'11""",179.0,2003,"Mississauga, ON, CAN",71.0,,,,,,Mississauga,ON,CAN,,L
Michigan,Peck,Stephen,,G,G,G,,,"6'3""",176.0,2005,"New York, NY, USA",75.0,,,,,,New York,NY,USA,,L
Michigan,Barnett,Asher,,D,D,D,,,"6'1""",201.0,2007,"Wilmette, IL, USA",73.0,,,,,,Wilmette,IL,USA,,L
Michigan,Duke,Tyler,5,D,D,D,,,"5'10""",194.0,2004,"Strongsville, OH, USA",70.0,,,,,,Strongsville,OH,USA,A,L
Michigan,Fantilli,Luca,63,D,D,D,,,"6'0""",183.0,2002,"Nobleton, ON, CAN",72.0,,,,,,Nobleton,ON,CAN,A,L
Michigan,Gust,Miles,23,D,D,D,,,"5'10""",174.0,2004,"Chicago, IL, USA",70.0,,,,,,Chicago,IL,USA,,L
Michigan,Hady,Hunter,3,D,D,D,,,"6'4""",205.0,2004,"Rochester, MN, USA",76.0,,,,,,Rochester,MN,USA,,R
Michigan,Mania,Matthew,,D,D,D,,,"6'1""",190.0,2005,"Brandon, FL, USA",73.0,,,,,,Brandon,FL,USA,,R
Michigan,Mews,Henry,,D,D,D,,,"6'1""",183.0,2006,"Ottawa, ON, CAN",73.0,,,,,,Ottawa,ON,CAN,,R
Michigan,Orrico,Joshua,68,D,D,D,,,"5'9""",165.0,2003,"Woodbridge, ON, CAN",69.0,,,,,,Woodbridge,ON,CAN,,R
Michigan,Rhéaume-Mullen,Dakoda,7,D,D,D,,,"6'0""",185.0,2006,"Northville, MI, USA",72.0,,,,,,Northville,MI,USA,,L
Michigan,Robertson,Ben,,D,D,D,,,"5'11""",192.0,2004,"Potomac Falls, VA, USA",71.0,,,,,,Potomac Falls,VA,USA,,L
Michigan,Schock,Drew,,D,D,D,,,"6'0""",179.0,2007,"Green Bay, WI, USA",72.0,,,,,,Green Bay,WI,USA,,L
Michigan,Draper,Kienan,33,RW,F,RW,,,"6'2""",209.0,2002,"Royal Oak, MI, USA",74.0,,,,,,Royal Oak,MI,USA,A,R
Michigan,Eernisse,Joshua,6,F,F,F,,,"6'3""",216.0,2001,"Apple Valley, MN, USA",75.0,,,,,,Apple Valley,MN,USA,,R
Michigan,Hage,Michael,19,C,F,C,,,"6'1""",190.0,2006,"Mississauga, ON, CAN",73.0,,,,,,Mississauga,ON,CAN,,R
Michigan,Horcoff,William,44,C,F,C,,,"6'5""",203.0,2007,"Birmingham, MI, USA",77.0,,,,,,Birmingham,MI,USA,,L
Michigan,Hughes,T.J.,13,F,F,F,,,"6'0""",185.0,2001,"Hamilton, ON, CAN",72.0,,,,,,Hamilton,ON,CAN,C,R
Michigan,McKinney,Cole,,C,F,C,,,"6'0""",201.0,2007,"Chicago, IL, USA",72.0,,,,,,Chicago,IL,USA,,R
Michigan,Moldenhauer,Nicholas,9,C,F,C,RW,,"5'11""",181.0,2004,"Mississauga, ON, CAN",71.0,,,,,,Mississauga,ON,CAN,,R
Michigan,Park,Aidan,,C,F,C,,,"6'1""",187.0,2006,"Hermosa Beach, CA, USA",73.0,,,,,,Hermosa Beach,CA,USA,,R
Michigan,Perron,Jayden,,RW,F,RW,,,"5'9""",174.0,2005,"Winnipeg, MB, CAN",69.0,,,,,,Winnipeg,MB,CAN,,R
Michigan,Schifsky,Garrett,17,C,F,C,,,"5'9""",181.0,2003,"Andover, MN, USA",69.0,,,,,,Andover,MN,USA,,R
Michigan,Spence,Malcolm,,LW,F,LW,,,"6'2""",201.0,2006,"Mississauga, ON, CAN",74.0,,,,,,Mississauga,ON,CAN,,L
Michigan,Spitznagel,Teddy,,LW,F,LW,,,"6'3""",187.0,2006,"New York, NY, USA",75.0,,,,,,New York,NY,USA,,L
Michigan,Valentini,Adam,,F,F,F,,,"5'11""",185.0,2008,"Toronto, ON, CAN",71.0,,,,,,Toronto,ON,CAN,,L
Michigan State,Augustine,Trey,1,G,G,G,,,"6'1""",194.0,2005,"South Lyon, MI, USA",73.0,,,,,,South Lyon,MI,USA,,L
Michigan State,Gilbert,Dolan,30,G,G,G,,,"6'2""",181.0,2001,"South Bend, IN, USA",74.0,,,,,,South Bend,IN,USA,,L
Michigan State,Strahl,Melvin,32,G,G,G,,,"6'3""",170.0,2005,"Sollefteå, SWE",75.0,,,,,,Sollefteå,,SWE,,L
Michigan State,Barnhill,Sean,3,D,D,D,,,"6'6""",214.0,2007,"Scottsdale, AZ, USA",78.0,,,,,,Scottsdale,AZ,USA,,R
Michigan State,Basgall,Matt,9,D,D,D,,,"5'10""",190.0,2002,"Lake Forest, IL, USA",70.0,,,,,,Lake Forest,IL,USA,C,R
Michigan State,Geary,Patrick,2,D,D,D,,,"6'1""",192.0,2004,"Hamburg, NY, USA",73.0,,,,,,Hamburg,NY,USA,A,L
Michigan State,Lahey,Matthew,14,D,D,D,,,"6'6""",203.0,2006,"Victoria, BC, CAN",78.0,,,,,,Victoria,BC,CAN,,L
Michigan State,Ralph,Colin,4,D,D,D,,,"6'5""",227.0,2005,"Maple Grove, MN, USA",77.0,,,,,,Maple Grove,MN,USA,,L
Michigan State,Shoudy,Travis,5,D,D,D,,,"5'10""",181.0,2002,"Marysville, MI, USA",70.0,,,,,,Marysville,MI,USA,A,L
Michigan State,Strbak,Maxim,8,D,D,D,,,"6'2""",203.0,2005,"Kosice, SVK",74.0,,,,,,Kosice,,SVK,,R
Michigan State,Ward,Cole,6,D,D,D,,,"6'6""",209.0,2005,"Rochester Hills, MI, USA",78.0,,,,,,Rochester Hills,MI,USA,,R
Michigan State,West,Owen,11,D,D,D,,,"6'0""",185.0,2004,"Pittsboro, IN, USA",72.0,,,,,,Pittsboro,IN,USA,,L
Michigan State,Baker,Austin,19,LW,F,LW,,,"6'0""",190.0,2006,"White Lake Township, MI, USA",72.0,,,,,,White Lake Township,MI,USA,,L
Michigan State,Burke,Cole,25,F,F,F,,,"6'2""",181.0,2004,"Trenton, MI, USA",74.0,,,,,,Trenton,MI,USA,,R
Michigan State,Jurecki,Griffin,12,LW,F,LW,,,"5'10""",183.0,2003,"Grosse Ile, MI, USA",70.0,,,,,,Grosse Ile,MI,USA,,L
Michigan State,Lee,Ryker,18,RW,F,RW,,,"6'1""",185.0,2006,"Wilmette, IL, USA",73.0,,,,,,Wilmette,IL,USA,,R
Michigan State,Lindstrom,Cayden,28,C,F,C,,,"6'3""",220.0,2006,"Chetwynd, BC, CAN",75.0,,,,,,Chetwynd,BC,CAN,,L
Michigan State,Mackie,Nathan,24,F,F,F,,,"5'11""",192.0,2004,"Prince George, BC, CAN",71.0,,,,,,Prince George,BC,CAN,,R
Michigan State,Martone,Porter,22,RW,F,RW,,,"6'3""",209.0,2006,"Peterborough, ON, CAN",75.0,,,,,,Peterborough,ON,CAN,,R
Michigan State,Männistö,Tommi,10,RW,F,RW,,,"6'0""",194.0,2004,"Riihimäki, FIN",72.0,,,,,,Riihimäki,,FIN,,L
Michigan State,Nilson,Eric,26,C,F,C,RW,,"6'0""",165.0,2007,"Calgary, AB, CAN",72.0,,,,,,Calgary,AB,CAN,,R
Michigan State,O'Connell,Gavin,29,RW,F,RW,,,"6'0""",183.0,2004,"Wayzata, MN, USA",72.0,,,,,,Wayzata,MN,USA,,R
Michigan State,Romani,Anthony,21,RW,F,RW,C,,"6'1""",194.0,2005,"Pickering, ON, CAN",73.0,,,,,,Pickering,ON,CAN,,R
Michigan State,Russell,Daniel,20,C,F,C,,,"5'10""",161.0,2001,"Williamsburg, MI, USA",70.0,,,,,,Williamsburg,MI,USA,,L
Michigan State,Shoudy,Tiernan,13,F,F,F,,,"5'9""",179.0,2002,"St. Clair, MI, USA",69.0,,,,,,St. Clair,MI,USA,,L
Michigan State,Stramel,Charlie,15,C,F,C,RW,,"6'3""",216.0,2004,"Rosemount, MN, USA",75.0,,,,,,Rosemount,MN,USA,A,R
Michigan State,Vansaghi,Shane,23,RW,F,RW,,,"6'3""",216.0,2006,"St. Louis, MO, USA",75.0,,,,,,St. Louis,MO,USA,,R
Michigan Tech,Bartoszkiewicz,Owen,35,G,G,G,,,"6'1""",194.0,2003,"Northville, MI, USA",73.0,,,,,,Northville,MI,USA,,L
Michigan Tech,Lee,Bryant,31,G,G,G,,,"6'0""",181.0,2006,"Madison, WI, USA",72.0,,,,,,Madison,WI,USA,,L
Michigan Tech,Manzella,Ryan,37,G,G,G,,,"6'0""",174.0,2004,"Eagan, MN, USA",72.0,,,,,,Eagan,MN,USA,,L
Michigan Tech,Väyrynen,Max,30,G,G,G,,,"6'2""",192.0,2002,"Espoo, FIN",74.0,,,,,,Espoo,,FIN,,L
Michigan Tech,Anderson,Jack,4,D,D,D,,,"6'6""",225.0,2002,"St. Louis, MO, USA",78.0,,,,,,St. Louis,MO,USA,,L
Michigan Tech,Andresen,Reid,21,D,D,D,,,"5'9""",165.0,2005,"Saskatoon, SK, CAN",69.0,,,,,,Saskatoon,SK,CAN,,L
Michigan Tech,Brown,Rylan,3,D,D,D,,,"6'0""",161.0,2005,"Sherwood Park, AB, CAN",72.0,,,,,,Sherwood Park,AB,CAN,,L
Michigan Tech,Fasciano,Luca,26,D,D,D,,,"6'4""",209.0,2003,"Toronto, ON, CAN",76.0,,,,,,Toronto,ON,CAN,,R
Michigan Tech,Matthews,Max,5,D,D,D,,,"6'1""",190.0,2004,"Arlington Heights, IL, USA",73.0,,,,,,Arlington Heights,IL,USA,,R
Michigan Tech,Miller,Tyler,13,D,D,D,,,"6'0""",176.0,2004,"Medicine Hat, AB, CAN",72.0,,,,,,Medicine Hat,AB,CAN,,L
Michigan Tech,Parker,Kalem,8,D,D,D,,,"6'0""",187.0,2004,"Clavet, SK, CAN",72.0,,,,,,Clavet,SK,CAN,,R
Michigan Tech,Pietila,Braden,25,D,D,D,,,"6'1""",185.0,2004,"Howell, MI, USA",73.0,,,,,,Howell,MI,USA,,L
Michigan Tech,Prouty,Joe,20,D,D,D,,,"6'0""",181.0,2001,"Apple Valley, MN, USA",72.0,,,,,,Apple Valley,MN,USA,,R
Michigan Tech,Vähärautio,Kasper,7,D,D,D,,,"6'0""",187.0,2002,"Helsinki, FIN",72.0,,,,,,Helsinki,,FIN,,L
Michigan Tech,Abraham,Ryan,12,C,F,C,LW,,"5'8""",168.0,2004,"Livonia, MI, USA",68.0,,,,,,Livonia,MI,USA,,L
Michigan Tech,Baker,Owen,11,RW,F,RW,,,"5'10""",185.0,2004,"Howell, MI, USA",70.0,,,,,,Howell,MI,USA,,R
Michigan Tech,Birnie,Carson,15,C,F,C,,,"6'1""",187.0,2005,"Arcola, SK, CAN",73.0,,,,,,Arcola,SK,CAN,,L
Michigan Tech,Boehm,Brayden,6,C,F,C,,,"6'0""",187.0,2004,"Nanaimo, BC, CAN",72.0,,,,,,Nanaimo,BC,CAN,,L
Michigan Tech,Cicek,Michael,19,F,F,F,,,"6'1""",190.0,2004,"Winnipeg, MB, CAN",73.0,,,,,,Winnipeg,MB,CAN,,R
Michigan Tech,Daavettila,Reid,17,F,F,F,,,"6'2""",198.0,2005,"Howell, MI, USA",74.0,,,,,,Howell,MI,USA,,R
Michigan Tech,Gordon,Isaac,16,C,F,C,,,"6'0""",187.0,2004,"Landmark, MB, CAN",72.0,,,,,,Landmark,MB,CAN,,R
Michigan Tech,Gould,Rylan,24,C,F,C,,,"5'10""",181.0,2005,"Headingley, MB, CAN",70.0,,,,,,Headingley,MB,CAN,,L
Michigan Tech,Jansson,Elias,10,F,F,F,,,"6'0""",196.0,2005,"Oulu, FIN",72.0,,,,,,Oulu,,FIN,,L
Michigan Tech,Koskipirtti,Max,14,C,F,C,,,"6'1""",190.0,2004,"Espoo, FIN",73.0,,,,,,Espoo,,FIN,,L
Michigan Tech,Kukkonen,Trevor,23,F,F,F,,,"5'10""",181.0,2001,"Maple Grove, MN, USA",70.0,,,,,,Maple Grove,MN,USA,,L
Michigan Tech,Latimer,Carson,9,RW,F,RW,,,"6'1""",192.0,2003,"White Rock, BC, CAN",73.0,,,,,,White Rock,BC,CAN,,R
Michigan Tech,Leppä,Tom,2,C,F,C,,,"6'0""",183.0,2005,"Kauniainen, FIN",72.0,,,,,,Kauniainen,,FIN,,L
Michigan Tech,Matter,Ryder,29,F,F,F,,,"6'0""",185.0,2004,"Beaumont, AB, CAN",72.0,,,,,,Beaumont,AB,CAN,,R
Michigan Tech,Raiman,Lauri,27,C,F,C,,,"5'11""",179.0,2004,"Vantaa, FIN",71.0,,,,,,Vantaa,,FIN,,L
Michigan Tech,Reinhart,Noah,18,RW,F,RW,,,"6'1""",201.0,2004,"Dundas, ON, CAN",73.0,,,,,,Dundas,ON,CAN,,R
Michigan Tech,Sardaryan,Stiven,77,RW,F,RW,LW,,"6'2""",187.0,2003,"St. Petersburg, RUS",74.0,,,,,,St. Petersburg,,RUS,,L
Michigan Tech,Trembecky,Teydon,28,F,F,F,,,"5'11""",181.0,2005,"Strathcona, AB, CAN",71.0,,,,,,Strathcona,AB,CAN,,L
Michigan Tech,Blaricom,Matthew Van,22,F,F,F,,,"5'11""",174.0,2006,"Southey, SK, CAN",71.0,,,,,,Southey,SK,CAN,,R
Minnesota,Airey,Nathan,29,G,G,G,,,"6'3""",174.0,2003,"Cochrane, AB, CAN",75.0,,,,,,Cochrane,AB,CAN,,L
Minnesota,Pasquo,Luca Di,,G,G,G,,,"6'0""",201.0,2003,"Livonia, MI, USA",72.0,,,,,,Livonia,MI,USA,,R
Minnesota,Wiese,Zach,30,G,G,G,,,"5'10""",209.0,2002,"Owatonna, MN, USA",70.0,,,,,,Owatonna,MN,USA,,L
Minnesota,Begley,Axel,33,D,D,D,,,"6'2""",190.0,2003,"Mahtomedi, MN, USA",74.0,,,,,,Mahtomedi,MN,USA,,L
Minnesota,Gruba,Leo,55,D,D,D,,,"6'2""",209.0,2003,"Lake Elmo, MN, USA",74.0,,,,,,Lake Elmo,MN,USA,,R
Minnesota,McLaughlin,Finn,,D,D,D,,,"6'2""",207.0,2006,"Canmore, AB, CAN",74.0,,,,,,Canmore,AB,CAN,,L
Minnesota,Mittelstadt,Luke,20,D,D,D,,,"5'11""",174.0,2003,"Eden Prairie, MN, USA",71.0,,,,,,Eden Prairie,MN,USA,,L
Minnesota,Rombach,Jacob,,D,D,D,,,"6'6""",209.0,2007,"Blaine, MN, USA",78.0,,,,,,Blaine,MN,USA,,L
Minnesota,Whipple,John,3,D,D,D,,,"6'1""",194.0,2006,"Morristown, NJ, USA",73.0,,,,,,Morristown,NJ,USA,,L
Minnesota,Falloon,August,9,C,F,C,,,"6'2""",201.0,2004,"St. Cloud, MN, USA",74.0,,,,,,St. Cloud,MN,USA,,L
Minnesota,Harris,Graham,,F,F,F,,,"6'0""",185.0,2003,"Excelsior, MN, USA",72.0,,,,,,Excelsior,MN,USA,,L
Minnesota,Hendrickson,Beckett,14,C,F,C,LW,,"6'2""",174.0,2005,"Minnetonka, MN, USA",74.0,,,,,,Minnetonka,MN,USA,,L
Minnesota,Ludtke,Tanner,,C,F,C,,,"6'0""",185.0,2004,"Elko, MN, USA",72.0,,,,,,Elko,MN,USA,,L
Minnesota,Mittelstadt,John,19,F,F,F,,,"5'9""",176.0,2001,"Eden Prairie, MN, USA",69.0,,,,,,Eden Prairie,MN,USA,,L
Minnesota,Mooney,L.J.,,RW,F,RW,C,,"5'7""",157.0,2007,"West Mifflin, PA, USA",67.0,,,,,,West Mifflin,PA,USA,,R
Minnesota,Moore,Javon,,LW,F,LW,,,"6'4""",203.0,2005,"Minnetonka, MN, USA",76.0,,,,,,Minnetonka,MN,USA,,L
Minnesota,Pritchard,Tate,,F,F,F,,,"6'2""",192.0,2004,"Savage, MN, USA",74.0,,,,,,Savage,MN,USA,,R
Minnesota,Påhlsson,Erik,72,C,F,C,,,"6'1""",185.0,2004,"Landskrona, SWE",73.0,,,,,,Landskrona,,SWE,,L
Minnesota,Reid,Hayden,,C,F,C,LW,,"6'0""",181.0,2006,"Orono, ON, CAN",72.0,,,,,,Orono,ON,CAN,,L
Minnesota,Townsend,Teddy,,F,F,F,,,"5'10""",174.0,2005,"Eden Prairie, MN, USA",70.0,,,,,,Eden Prairie,MN,USA,,L
Minnesota,Ziemer,Brodie,74,RW,F,RW,LW,,"5'11""",190.0,2006,"Chaska, MN, USA",71.0,,,,,,Chaska,MN,USA,,R
Minnesota Duluth,Dahlmeir,Ethan,35,G,G,G,,,"6'4""",220.0,2003,"Lakeville, MN, USA",76.0,,,,,,Lakeville,MN,USA,,L
Minnesota Duluth,Gajan,Adam,30,G,G,G,,,"6'3""",187.0,2004,"Poprad, SVK",75.0,,,,,,Poprad,,SVK,,L
Minnesota Duluth,Sheffield,Cole,36,G,G,G,,,"6'0""",176.0,2004,"London, ON, CAN",72.0,,,,,,London,ON,CAN,,L
Minnesota Duluth,Bodnarchuk,Riley,20,D,D,D,,,"6'4""",205.0,2001,"Okotoks, AB, CAN",76.0,,,,,,Okotoks,AB,CAN,,L
Minnesota Duluth,Cleveland,Brady,5,D,D,D,,,"6'5""",220.0,2005,"Wausau, WI, USA",77.0,,,,,,Wausau,WI,USA,,L
Minnesota Duluth,Hanson,Ty,2,D,D,D,,,"5'9""",170.0,2005,"Hermantown, MN, USA",69.0,,,,,,Hermantown,MN,USA,,R
Minnesota Duluth,Kleber,Adam,6,D,D,D,,,"6'6""",225.0,2006,"Chaska, MN, USA",78.0,,,,,,Chaska,MN,USA,,R
Minnesota Duluth,Pierce,Joseph,18,D,D,D,,,"6'0""",196.0,2002,"Ely, MN, USA",72.0,,,,,,Ely,MN,USA,,R
Minnesota Duluth,Pionk,Aaron,8,D,D,D,,,"6'1""",172.0,2003,"Hermantown, MN, USA",73.0,,,,,,Hermantown,MN,USA,,L
Minnesota Duluth,Siepmann,Grayden,37,D,D,D,,,"5'11""",181.0,2004,"Windsor, ON, CAN",71.0,,,,,,Windsor,ON,CAN,,R
Minnesota Duluth,Toll,Jacob,3,D,D,D,,,"6'3""",170.0,2004,"Rosemount, MN, USA",75.0,,,,,,Rosemount,MN,USA,,L
Minnesota Duluth,Anderson,Hunter,11,LW,F,LW,,,"5'10""",185.0,2005,"Manhattan Beach, CA, USA",70.0,,,,,,Manhattan Beach,CA,USA,,L
Minnesota Duluth,Arnott,Callum,25,RW,F,RW,C,,"6'1""",170.0,2004,"King City, ON, CAN",73.0,,,,,,King City,ON,CAN,,R
Minnesota Duluth,Bechen,Blake,16,F,F,F,,,"6'0""",187.0,2005,"Dubuque, IA, USA",72.0,,,,,,Dubuque,IA,USA,,R
Minnesota Duluth,Bentz,Harper,19,RW,F,RW,,,"6'0""",176.0,2004,"Moorhead, MN, USA",72.0,,,,,,Moorhead,MN,USA,,R
Minnesota Duluth,Bibby,Luke,28,LW,F,LW,,,"6'0""",170.0,2004,"Brantford, ON, CAN",72.0,,,,,,Brantford,ON,CAN,,L
Minnesota Duluth,Fischer,Braden,21,LW,F,LW,,,"6'1""",185.0,2002,"Winnipeg, MB, CAN",73.0,,,,,,Winnipeg,MB,CAN,,L
Minnesota Duluth,Gaffney,Kyle,23,F,F,F,,,"6'0""",181.0,2001,"Plymouth, MI, USA",72.0,,,,,,Plymouth,MI,USA,,L
Minnesota Duluth,Kovich,Kyler,38,LW,F,LW,,,"6'2""",181.0,2002,"Coquitlam, BC, CAN",74.0,,,,,,Coquitlam,BC,CAN,,L
Minnesota Duluth,Plante,Max,10,C,F,C,,,"5'11""",176.0,2006,"Hermantown, MN, USA",71.0,,,,,,Hermantown,MN,USA,,L
Minnesota Duluth,Plante,Zam,27,C,F,C,,,"5'10""",170.0,2004,"Hermantown, MN, USA",70.0,,,,,,Hermantown,MN,USA,,L
Minnesota Duluth,Shaugabay,Jayson,17,C,F,C,,,"5'9""",165.0,2005,"Warroad, MN, USA",69.0,,,,,,Warroad,MN,USA,,R
Minnesota Duluth,Shlaine,Daniel,13,C,F,C,,,"6'0""",185.0,2005,"Moskva, RUS",72.0,,,,,,Moskva,,RUS,,L
Minnesota Duluth,Stachowiak,Trevor,39,F,F,F,,,"6'2""",196.0,2003,"Dallas, TX, USA",74.0,,,,,,Dallas,TX,USA,,R
Minnesota Duluth,Truman,Scout,24,LW,F,LW,,,"5'10""",181.0,2002,"Lethbridge, AB, CAN",70.0,,,,,,Lethbridge,AB,CAN,,L
Minnesota Duluth,Zaremba,Ryan,22,F,F,F,,,"5'9""",179.0,2006,"Balgonie, SK, CAN",69.0,,,,,,Balgonie,SK,CAN,,L
Minnesota State,Beckford,Max,35,G,G,G,,,"6'2""",205.0,2003,"London, ON, CAN",74.0,,,,,,London,ON,CAN,,L
Minnesota State,Syverson,Matthew,31,G,G,G,,,"6'4""",185.0,2003,"Apple Valley, MN, USA",76.0,,,,,,Apple Valley,MN,USA,,L
Minnesota State,Tracy,Alexander,33,G,G,G,,,"6'0""",187.0,2001,"Chicago, IL, USA",72.0,,,,,,Chicago,IL,USA,,L
Minnesota State,Bergmanis,Ralfs,39,D,D,D,,,"5'10""",174.0,2002,"Liepaja, LAT",70.0,,,,,,Liepaja,,LAT,,L
Minnesota State,Bonkowski,Rylan,26,D,D,D,,,"5'11""",170.0,2006,"Richmond, BC, CAN",71.0,,,,,,Richmond,BC,CAN,,R
Minnesota State,Cichosz,Campbell,8,D,D,D,,,"6'1""",185.0,2001,"Albert Lea, MN, USA",73.0,,,,,,Albert Lea,MN,USA,,R
Minnesota State,Conrad,Jacob,4,D,D,D,,,"5'10""",170.0,2002,"Green Bay, WI, USA",70.0,,,,,,Green Bay,WI,USA,,L
Minnesota State,Hewson,Easton,28,D,D,D,,,"6'4""",220.0,2005,"Edmonton, AB, CAN",76.0,,,,,,Edmonton,AB,CAN,,L
Minnesota State,Hupka,Liam,22,D,D,D,,,"6'3""",190.0,2005,"Minneapolis, MN, USA",75.0,,,,,,Minneapolis,MN,USA,,R
Minnesota State,Murr,Evan,10,D,D,D,,,"5'11""",179.0,2003,"Stillwater, MN, USA",71.0,,,,,,Stillwater,MN,USA,,R
Minnesota State,Stender,Jakob,18,D,D,D,,,"6'1""",185.0,2002,"Alexandria, MN, USA",73.0,,,,,,Alexandria,MN,USA,,L
Minnesota State,Strand,Bryce,7,D,D,D,,,"5'9""",165.0,2004,"Green Bay, WI, USA",69.0,,,,,,Green Bay,WI,USA,,L
Minnesota State,Wheeler,Mason,5,D,D,D,,,"6'1""",194.0,2001,"Inver Grove Heights, MN, USA",73.0,,,,,,Inver Grove Heights,MN,USA,,L
Minnesota State,Benincasa,Luigi,9,F,F,F,,,"5'9""",157.0,2002,"Edmonton, AB, CAN",69.0,,,,,,Edmonton,AB,CAN,,R
Minnesota State,Bonkowski,Jacob,16,F,F,F,,,"6'1""",170.0,2003,"Richmond, BC, CAN",73.0,,,,,,Richmond,BC,CAN,,L
Minnesota State,Gavars,Felikss,25,F,F,F,,,"5'11""",183.0,2002,"Riga, LAT",71.0,,,,,,Riga,,LAT,,L
Minnesota State,LeBel,Mason,14,F,F,F,,,"6'3""",194.0,2004,"South Bend, IN, USA",75.0,,,,,,South Bend,IN,USA,,L
Minnesota State,Lemyre,Tristan,13,C,F,C,,,"5'9""",170.0,2001,"Mirabel, QC, CAN",69.0,,,,,,Mirabel,QC,CAN,,R
